id,category,harga,jumlah_kamar,jumlah_kamar_mandi,luas_garasi,luas_bangunan,luas_lahan,name,link,bandung,jarak,harga_satuan,lon,lat
HO624687278F046ID,house,2200000000,4,2,2,105,168,DIJUAL Rumah Sayap di Ciateul Bandung,https://www.lamudi.co.id/dijual-rumah-sayap-di-ciateul-bandung.html,true,1.6038236651713138,8058608.058608059,107.609038,-6.934445
CO5F521E64EB5E6ID,commercial-1,60000000000,,,0,2000,4000,Dijual/Sewa Gudang Produktif di Jl Soekarno Hatta Bandung,https://www.lamudi.co.id/dijual-sewa-gudang-produktif-di-jl-soekarno-hatta-bandung.html,true,5.529997261590426,10000000,107.648968,-6.943102
HO6184B6D436B1BID,house,712000000,2,2,,50,66,Rumah  Islami  murah 2 lt  di Padasuka Bandung,https://www.lamudi.co.id/rumah-islami-murah-2-lt-di-padasuka-bandung.html,true,2.580315952320383,6137931.0344827585,107.623302,-6.907542
LA62DF5687CC9E6ID,land,1281000000,,,,,183,kavling di tengah kota..lokasi strategis,https://www.lamudi.co.id/kavling-di-tengah-kota-lokasi-strategis-165880384764.html,true,3.600623964634354,,107.636076,-6.927541
HO6337801949293ID,house,930000000,2,2,1,60,85,Dijual Rumah Mewah Sisa 2 Unit Lagi Di Cisaranten Bandung,https://www.lamudi.co.id/dijual-rumah-mewah-sisa-2-unit-lagi-di-cisaranten-166458165732.html,true,8.867059272651723,6413793.1034482755,107.68444,-6.92361
HO5D5FB77A40B23ID,house,2000000000,5,3,0,190,167,Rumah Kompleks Singgasana Pradana,https://www.lamudi.co.id/rumah-kompleks-singgasana-pradana.html,true,4.104434826150741,5602240.896358543,107.61056,-6.95722
HO6315C7DAE39E8ID,house,425000000,8,4,1,120,64,"Kos2an 2 lantai di dekat Carrefour Kiaracondong income 38,4 jt/th",https://www.lamudi.co.id/kos2an-2-lantai-di-dekat-carrefour-kiaracondong-in-166237180253.html,true,11.960585994594856,2309782.6086956523,107.70583,-6.95806
HO63035DF4513D9ID,house,3300000000,5,3,1,275,355,Rumah Murah Lokasi Premium Cigadung Harga dibawah pasar,https://www.lamudi.co.id/rumah-murah-lokasi-premium-cigadung-harga-dibawah-166116504440.html,true,5.023090886814582,5238095.238095238,107.62472,-6.88056
HO621C2B5FCC727ID,house,2200000000,3,2,,0,123,rumah cahaya levata sharon,https://www.lamudi.co.id/rumah-cahaya-levata-sharon.html,true,6.562557141132148,17886178.86178862,107.653567,-6.953687
HO623C735B883B7ID,house,1679000000,4,3,1,95,172,Rumah Islami Cikutra Bandung Dekat Pusat Kota,https://www.lamudi.co.id/rumah-islami-cikutra-bandung-dekat-pusat-kota.html,true,4.834751719868502,6288389.513108614,107.63806,-6.89333
CO625F8EBBAC910ID,commercial-1,3800000000,,,,200,0,2unit ruko pinggir jalan Gunung Batu cocok untuk usaha apa saja,https://www.lamudi.co.id/2unit-ruko-pinggir-jalan-gunung-batu-cocok-untuk-usaha-apa-saja.html,true,3.398830934406045,19000000,107.607608,-6.890485
